employee_id,age,gender,education_level,department,job_title,location,years_experience,years_at_company,performance_score,num_projects,training_hours,certifications,team_size,salary
EMP0255,29,Male,Master's,Engineering,Junior,Chicago,10,2,2.7,17,15.0,3.0,31,88932.71
EMP0256,32,Female,Bachelor's,Finance,Senior,Austin,14,7,2.5,18,57.0,0.0,49,125900.3
EMP0257,37,Male,Bachelor's,Product,Director,Seattle,11,7,3.2,19,106.0,1.0,13,221411.55
EMP0258,60,Non-binary,Bachelor's,Operations,Senior,Seattle,10,1,2.7,13,17.0,2.0,41,109352.72
EMP0259,45,Female,Bachelor's,HR,Mid-Level,Remote,5,3,2.9,12,35.0,2.0,41,55480.03
EMP0260,42,Female,Bachelor's,Engineering,Mid-Level,San Francisco,17,4,3.8,8,,,29,160194.08
EMP0261,44,Male,Master's,HR,Junior,New York,14,4,2.3,11,,4.0,28,81562.35
EMP0262,59,Male,Master's,Product,Manager,Remote,5,2,3.1,7,0.0,6.0,44,156785.99
EMP0263,29,Female,Master's,Engineering,Mid-Level,New York,11,0,3.9,1,63.0,2.0,19,170194.69
EMP0264,28,Male,Bachelor's,Finance,Mid-Level,Remote,8,4,2.8,10,61.0,1.0,23,80742.97
EMP0265,23,Female,Master's,Data Science,Senior,Remote,3,0,4.2,15,109.0,2.0,47,117068.53
EMP0266,51,Male,Master's,Operations,Mid-Level,Austin,5,0,2.1,4,35.0,6.0,8,78809.99
EMP0267,34,Female,Bachelor's,Operations,Senior,Remote,12,2,4.5,1,74.0,6.0,25,101306.27
EMP0268,44,Male,Master's,Operations,Junior,New York,3,4,3.2,11,17.0,3.0,38,76546.16
EMP0269,50,Female,Bachelor's,Sales,Lead,San Francisco,2,0,2.3,5,15.0,0.0,38,105961.59
EMP0270,59,Female,Bachelor's,Sales,Director,Seattle,5,3,3.8,19,16.0,0.0,35,153530.57
EMP0271,58,Male,Bachelor's,Data Science,Senior,San Francisco,6,1,3.5,19,23.0,1.0,26,160022.2
EMP0272,41,Male,Bachelor's,Data Science,Director,Remote,4,5,4.2,4,97.0,4.0,3,161223.74
EMP0273,54,Male,Bachelor's,Data Science,Junior,New York,5,2,2.1,2,67.0,6.0,2,92722.71
EMP0274,50,Female,Master's,Data Science,Senior,Austin,12,0,2.4,7,98.0,0.0,5,153506.23
EMP0275,36,Female,PhD,Finance,Senior,Austin,9,0,3.7,13,78.0,7.0,20,186536.48
EMP0276,44,Female,Master's,Finance,Senior,Seattle,5,1,5.0,12,1.0,2.0,12,159542.86
EMP0277,24,Male,Master's,Data Science,Mid-Level,San Francisco,5,0,3.6,2,119.0,6.0,38,161417.81
EMP0278,58,Male,Bachelor's,HR,Mid-Level,Chicago,7,0,3.7,9,114.0,3.0,16,67550.25
EMP0279,50,Male,Master's,Operations,Junior,Remote,7,3,2.7,16,94.0,7.0,37,63701.02
EMP0280,29,Male,High School,Data Science,Mid-Level,San Francisco,7,1,3.1,8,72.0,4.0,38,117888.74
EMP0281,43,Male,Bachelor's,Data Science,Junior,Remote,12,3,2.8,18,9.0,4.0,36,84270.94
EMP0282,50,Non-binary,Bachelor's,Sales,Lead,Austin,8,0,3.6,4,52.0,4.0,46,115332.44
EMP0283,23,Female,Bachelor's,Marketing,Mid-Level,Boston,5,2,3.9,11,88.0,7.0,29,85815.11
EMP0284,22,Male,High School,Engineering,Junior,Seattle,4,1,3.3,17,50.0,0.0,35,64315.25
EMP0285,41,Female,Bachelor's,HR,Senior,San Francisco,17,0,3.8,8,68.0,5.0,49,141580.71
EMP0286,42,Female,Bachelor's,Engineering,Senior,Austin,1,2,3.2,19,13.0,4.0,37,93499.65
EMP0287,58,Male,PhD,Marketing,Manager,Remote,0,0,4.1,8,105.0,7.0,21,118124.99
EMP0288,29,Male,Bachelor's,Finance,Senior,Chicago,6,5,2.6,6,111.0,7.0,21,99948.44
EMP0289,48,Male,Bachelor's,Sales,Mid-Level,Remote,11,2,4.2,2,101.0,1.0,28,89100.12
EMP0290,56,Male,Bachelor's,HR,Lead,Chicago,9,2,2.7,15,103.0,2.0,6,91925.82
EMP0291,27,Non-binary,Master's,Engineering,Senior,New York,9,0,3.2,1,65.0,5.0,20,204627.49
EMP0292,40,Female,Bachelor's,Engineering,Junior,Chicago,6,1,2.4,6,81.0,3.0,36,66006.64
EMP0293,39,Male,Bachelor's,Data Science,Senior,Remote,0,1,3.6,19,92.0,2.0,13,95904.04
EMP0294,22,Male,Bachelor's,Sales,Manager,San Francisco,1,2,3.3,4,52.0,1.0,40,122642.09
EMP0295,46,Female,High School,Engineering,Mid-Level,Remote,10,0,3.7,13,116.0,,11,89144.12
EMP0296,48,Female,High School,Finance,Mid-Level,Remote,13,0,2.0,15,116.0,6.0,24,77272.19
EMP0297,28,Female,Bachelor's,Operations,Junior,San Francisco,0,1,3.3,9,83.0,5.0,19,60203.81
EMP0298,50,Female,High School,Engineering,Junior,New York,15,1,3.5,3,63.0,2.0,23,101997.94
EMP0299,52,Male,Bachelor's,HR,Mid-Level,Boston,10,0,2.5,2,71.0,0.0,31,78701.91
EMP0300,57,Female,Bachelor's,Engineering,Senior,San Francisco,7,2,3.6,16,100.0,6.0,37,151954.98
EMP0301,40,Female,Master's,Engineering,Junior,Boston,4,1,1.6,18,48.0,1.0,37,82966.86
EMP0302,27,Male,Bachelor's,Finance,Manager,Chicago,9,1,3.1,18,111.0,4.0,3,159734.33
EMP0303,46,Female,Bachelor's,Finance,Lead,Austin,12,1,4.2,6,89.0,3.0,34,156495.59
EMP0304,52,Male,Bachelor's,HR,Senior,Boston,10,2,,18,61.0,7.0,29,108155.84
EMP0305,30,Male,PhD,Operations,Manager,Chicago,4,0,2.7,11,36.0,3.0,3,123928.47
EMP0306,41,Male,Bachelor's,Product,Junior,Chicago,16,0,,7,48.0,1.0,15,82976.26
EMP0307,31,Male,High School,Finance,Senior,Chicago,8,1,3.3,14,67.0,4.0,7,91466.37
EMP0308,58,Male,Master's,Sales,Senior,Chicago,9,1,3.8,18,32.0,2.0,3,123118.35
EMP0309,48,Male,Bachelor's,Data Science,Manager,Austin,8,1,3.3,7,21.0,7.0,47,178822.95
EMP0310,34,Male,Bachelor's,Sales,Lead,Boston,4,4,3.7,10,69.0,3.0,43,105413.22
EMP0311,23,Male,Bachelor's,Marketing,Mid-Level,Chicago,5,6,3.3,8,32.0,4.0,16,71616.64
EMP0312,42,Male,Master's,Engineering,Director,Austin,11,0,2.7,14,27.0,4.0,45,245268.25
EMP0313,54,Male,Bachelor's,Engineering,Junior,Seattle,5,5,2.2,18,87.0,0.0,34,72382.2
EMP0314,45,Female,Master's,Product,Manager,San Francisco,9,1,3.5,5,3.0,,20,228472.63
EMP0315,55,Male,PhD,Data Science,Director,San Francisco,8,0,1.5,14,65.0,4.0,44,303069.75
EMP0316,30,Male,Bachelor's,Operations,Junior,Remote,12,12,2.0,10,76.0,6.0,39,56591.42
EMP0317,23,Female,Bachelor's,Marketing,Lead,Boston,5,5,2.2,15,109.0,2.0,33,96398.0
EMP0318,51,Female,Bachelor's,Engineering,Junior,Austin,9,10,3.7,6,48.0,3.0,14,86419.57
EMP0319,43,Female,Bachelor's,Engineering,Mid-Level,Seattle,10,0,2.2,9,10.0,6.0,42,116004.1
EMP0320,32,Male,Bachelor's,Sales,Senior,New York,6,0,,10,34.0,0.0,35,123966.96
EMP0321,38,Male,PhD,Finance,Senior,Seattle,3,2,2.5,17,38.0,2.0,11,140608.91
EMP0322,57,Female,Master's,Operations,Manager,Austin,4,3,3.1,1,9.0,3.0,20,115751.72
EMP0323,34,Male,Master's,Operations,Senior,Austin,10,0,3.2,14,106.0,1.0,30,118321.74
EMP0324,28,Male,Bachelor's,Sales,Senior,San Francisco,6,5,3.1,4,73.0,2.0,28,129070.56
EMP0325,37,Male,Master's,Product,Lead,New York,6,2,2.7,2,71.0,7.0,15,170199.03
EMP0326,54,Female,PhD,Operations,Director,San Francisco,11,1,2.1,3,68.0,3.0,38,223322.76
EMP0327,22,Male,Master's,Finance,Junior,Remote,4,2,3.2,7,22.0,0.0,13,72093.53
EMP0328,32,Female,High School,HR,Director,Chicago,13,3,3.6,14,33.0,7.0,47,134966.91
EMP0329,27,Female,Master's,Marketing,Junior,Chicago,4,0,3.7,12,110.0,6.0,35,65006.63
EMP0330,41,Male,High School,Engineering,Lead,New York,12,13,3.3,19,31.0,3.0,47,155687.06
EMP0331,56,Female,Bachelor's,Sales,Mid-Level,New York,18,1,3.4,18,,7.0,24,124659.09
EMP0332,58,Female,High School,Operations,Junior,Seattle,8,0,2.7,15,67.0,4.0,1,54108.67
EMP0333,47,Female,Master's,Engineering,Mid-Level,Austin,7,5,3.5,1,53.0,0.0,42,121806.84
EMP0334,33,Male,Master's,Engineering,Senior,Austin,6,7,3.5,3,27.0,2.0,24,130939.24
EMP0335,51,Female,Bachelor's,Engineering,Mid-Level,San Francisco,2,3,3.0,15,111.0,7.0,27,100389.7
EMP0336,49,Male,Bachelor's,Engineering,Junior,Boston,12,5,3.2,4,107.0,5.0,18,100942.47
EMP0337,48,Female,Bachelor's,Data Science,Senior,New York,7,2,3.2,15,59.0,7.0,26,170221.44
EMP0338,40,Male,Bachelor's,Operations,Manager,San Francisco,7,7,3.5,10,,1.0,29,145173.13
EMP0339,26,Male,Bachelor's,Finance,Mid-Level,Chicago,8,0,2.1,6,75.0,6.0,8,86058.5
EMP0340,26,Female,Bachelor's,Engineering,Mid-Level,San Francisco,8,4,2.1,13,59.0,0.0,44,128281.28
EMP0341,48,Female,Master's,Finance,Mid-Level,San Francisco,4,3,2.1,7,84.0,6.0,26,117192.63
EMP0342,49,Female,High School,Finance,Junior,Seattle,5,0,2.9,1,111.0,0.0,5,62917.01
EMP0343,47,Male,High School,Engineering,Manager,Seattle,4,2,3.5,11,,0.0,33,132635.32
EMP0344,48,Male,Bachelor's,Marketing,Manager,Remote,18,2,1.6,14,117.0,3.0,40,113585.98
EMP0345,42,Non-binary,PhD,Marketing,Senior,Chicago,15,3,3.3,6,43.0,7.0,5,147685.4
EMP0346,22,Female,Master's,HR,Mid-Level,New York,4,0,4.0,5,1.0,4.0,49,94273.32
EMP0347,49,Female,Master's,HR,Lead,San Francisco,6,4,3.4,19,22.0,5.0,47,136594.99
EMP0348,36,Male,Bachelor's,Engineering,Senior,Remote,6,0,,19,119.0,1.0,36,91541.95
EMP0349,38,Male,Bachelor's,Marketing,Manager,Austin,9,1,3.6,13,92.0,7.0,13,132930.36
EMP0350,47,Female,High School,HR,Senior,Seattle,19,6,3.4,7,45.0,6.0,17,106601.33
EMP0351,41,Female,Master's,Finance,Lead,New York,9,2,3.0,8,106.0,1.0,13,180794.94
EMP0352,46,Male,PhD,Data Science,Senior,Austin,10,1,3.3,14,72.0,,25,181039.4
EMP0353,34,Female,Master's,Operations,Mid-Level,New York,0,0,2.2,19,53.0,3.0,2,79414.42
EMP0354,54,Female,Master's,Engineering,Director,Austin,9,3,3.2,19,70.0,3.0,24,231671.12
EMP0355,46,Male,Master's,Engineering,Senior,Remote,1,2,3.5,12,92.0,4.0,36,99810.18
EMP0356,29,Male,Bachelor's,HR,Senior,Remote,5,6,2.7,9,107.0,6.0,25,76738.72
EMP0357,26,Male,PhD,Engineering,Mid-Level,Austin,8,3,2.9,14,80.0,4.0,34,128616.02
EMP0358,27,Female,High School,HR,Senior,Chicago,6,0,2.8,6,8.0,2.0,12,66451.06
EMP0359,44,Male,Bachelor's,Product,Senior,Remote,4,0,2.9,15,69.0,3.0,19,98273.2
EMP0360,51,Male,Bachelor's,HR,Junior,Seattle,4,0,2.6,13,43.0,6.0,42,57765.18
EMP0361,35,Female,High School,Marketing,Junior,New York,6,1,2.7,7,83.0,0.0,30,60719.07
EMP0362,44,Male,Bachelor's,HR,Senior,Chicago,6,0,3.6,11,73.0,7.0,37,80033.2
EMP0363,32,Male,Bachelor's,Marketing,Lead,San Francisco,8,0,2.0,10,72.0,1.0,43,131535.64
EMP0364,52,Male,Bachelor's,Finance,Senior,Chicago,7,2,3.3,1,11.0,3.0,1,101825.91
EMP0365,27,Male,Bachelor's,Product,Mid-Level,Chicago,9,1,3.6,7,96.0,4.0,3,102115.18
EMP0366,32,Female,High School,Marketing,Senior,Austin,0,1,2.3,18,31.0,0.0,49,58178.4
EMP0367,34,Male,Bachelor's,Product,Junior,San Francisco,9,8,3.1,3,33.0,7.0,26,105113.64
EMP0368,33,Female,Bachelor's,Data Science,Mid-Level,New York,8,3,2.6,9,82.0,7.0,15,140063.9
EMP0369,23,Female,Bachelor's,Engineering,Junior,Austin,5,4,4.0,5,32.0,7.0,46,75564.3
EMP0370,56,Male,Master's,Engineering,Junior,Remote,4,4,3.1,13,63.0,2.0,47,74658.7
EMP0371,57,Male,Master's,Engineering,Mid-Level,Seattle,7,1,4.2,16,47.0,5.0,48,135636.44
EMP0372,38,Male,Master's,Engineering,Mid-Level,San Francisco,0,0,4.1,16,15.0,2.0,28,120163.5
EMP0373,49,Male,Master's,Engineering,Junior,Remote,9,0,3.4,12,49.0,0.0,4,83789.66
EMP0374,49,Female,Bachelor's,Operations,Mid-Level,Remote,9,0,4.7,18,113.0,7.0,19,81959.29
EMP0375,43,Female,Master's,Engineering,Senior,San Francisco,4,3,2.1,11,22.0,6.0,24,144355.97
EMP0376,59,Male,Bachelor's,Sales,Senior,New York,17,7,4.2,17,25.0,6.0,40,166051.96
EMP0377,28,Male,Bachelor's,Data Science,Mid-Level,Boston,7,8,3.0,7,108.0,0.0,6,105501.77
EMP0378,36,Male,Master's,Engineering,Manager,Remote,8,0,3.1,15,53.0,6.0,16,182677.23
EMP0379,53,Female,Bachelor's,Data Science,Junior,Remote,14,13,,6,43.0,4.0,32,80891.27
EMP0380,32,Male,Master's,Sales,Senior,Remote,14,1,,6,104.0,6.0,30,109943.81
EMP0381,45,Male,Master's,Engineering,Junior,Seattle,2,3,3.6,18,36.0,5.0,35,88669.58
EMP0382,24,Male,Master's,Operations,Junior,Austin,5,0,2.3,19,8.0,4.0,8,64020.93
EMP0383,51,Female,PhD,HR,Senior,New York,7,0,2.8,19,93.0,1.0,5,126971.52
EMP0384,27,Female,Bachelor's,Data Science,Senior,San Francisco,4,1,2.8,2,12.0,6.0,37,131245.69
EMP0385,23,Male,Bachelor's,Operations,Manager,Chicago,5,5,3.9,3,111.0,5.0,12,114682.71
EMP0386,35,Male,Bachelor's,Data Science,Senior,Seattle,3,0,3.1,14,59.0,5.0,25,120386.84
EMP0387,39,Non-binary,Bachelor's,Sales,Director,Austin,14,0,1.5,4,105.0,1.0,33,154890.37
EMP0388,52,Male,Master's,Engineering,Junior,Boston,11,7,2.6,17,79.0,2.0,39,103050.81
EMP0389,34,Female,Master's,Operations,Junior,San Francisco,13,8,2.1,6,109.0,0.0,24,90161.88
EMP0390,47,Male,Master's,Data Science,Junior,Austin,3,0,3.6,19,1.0,2.0,11,79822.48
EMP0391,33,Female,Bachelor's,Product,Junior,New York,6,3,2.4,9,94.0,6.0,42,87342.65
EMP0392,39,Male,Bachelor's,Marketing,Senior,Chicago,12,1,2.8,4,59.0,6.0,35,107260.78
EMP0393,30,Female,Bachelor's,Marketing,Senior,Boston,11,1,4.4,7,56.0,4.0,40,132940.26
EMP0394,42,Female,Bachelor's,Data Science,Junior,Seattle,6,1,3.6,4,114.0,3.0,1,94571.48
EMP0395,61,Female,Master's,Sales,Director,Remote,7,1,2.4,11,42.0,6.0,8,160886.71
EMP0396,45,Female,Bachelor's,Product,Manager,San Francisco,5,2,3.8,2,18.0,6.0,23,177582.23
EMP0397,55,Female,Bachelor's,Data Science,Mid-Level,Austin,7,2,2.7,10,10.0,4.0,20,96183.78
EMP0398,29,Male,High School,Marketing,Junior,San Francisco,3,1,3.8,6,77.0,3.0,32,61875.78
EMP0399,54,Female,Master's,Operations,Junior,Chicago,2,3,2.9,8,46.0,7.0,11,57524.44
EMP0400,44,Female,Master's,Operations,Junior,Remote,13,3,2.5,15,88.0,7.0,7,67586.89
EMP0401,34,Male,Bachelor's,Engineering,Junior,Seattle,6,1,2.5,13,62.0,7.0,30,87013.05
EMP0402,35,Female,High School,Data Science,Senior,Remote,13,0,3.4,2,6.0,0.0,48,109697.65
EMP0403,35,Female,Bachelor's,Finance,Mid-Level,San Francisco,10,3,3.8,1,78.0,0.0,39,140410.63
EMP0404,37,Female,Bachelor's,Data Science,Mid-Level,Remote,9,4,,15,93.0,,13,114543.45
EMP0405,59,Male,Master's,Sales,Director,New York,4,3,2.9,7,30.0,5.0,42,187143.09
EMP0406,60,Male,Master's,Data Science,Senior,Remote,1,2,1.9,18,87.0,0.0,49,87334.01
EMP0407,47,Male,Bachelor's,Marketing,Director,San Francisco,5,0,2.8,10,54.0,1.0,3,162153.92
EMP0408,47,Male,Bachelor's,Engineering,Junior,San Francisco,15,3,2.3,15,24.0,1.0,7,111628.66
EMP0409,22,Male,PhD,Data Science,Mid-Level,Austin,4,1,4.2,5,71.0,7.0,43,132691.79
EMP0410,53,Male,Bachelor's,Engineering,Senior,Remote,5,6,2.9,11,29.0,3.0,13,100225.83
EMP0411,36,Male,Master's,Sales,Junior,New York,5,3,3.4,8,35.0,2.0,37,92109.86
EMP0412,42,Non-binary,Bachelor's,Product,Junior,San Francisco,3,0,3.0,8,49.0,5.0,25,80271.8
EMP0413,39,Male,Bachelor's,Product,Senior,Remote,0,1,3.5,6,13.0,2.0,23,77068.01
EMP0414,51,Male,High School,HR,Senior,Chicago,8,5,3.7,15,28.0,3.0,47,71611.56
EMP0415,34,Male,Bachelor's,HR,Mid-Level,San Francisco,16,1,4.8,15,26.0,1.0,33,118271.42
EMP0416,45,Male,PhD,Marketing,Senior,Chicago,16,2,2.9,5,116.0,4.0,5,154896.66
EMP0417,51,Female,Bachelor's,Sales,Mid-Level,Chicago,11,3,3.9,13,49.0,6.0,32,96850.13
EMP0418,23,Female,High School,Sales,Junior,Remote,4,4,3.4,14,35.0,7.0,30,47654.64
EMP0419,40,Female,High School,Operations,Mid-Level,Boston,0,0,2.8,11,33.0,5.0,31,53345.12
EMP0420,46,Male,Bachelor's,Operations,Junior,Austin,13,2,2.8,12,20.0,3.0,13,66052.03
EMP0421,35,Female,Bachelor's,Data Science,Junior,Remote,10,7,3.5,1,37.0,2.0,42,85090.43
EMP0422,27,Male,High School,Data Science,Director,Chicago,6,7,3.0,3,74.0,3.0,5,138767.63
EMP0423,33,Male,Master's,Engineering,Senior,New York,5,3,3.3,8,96.0,3.0,23,169217.07
EMP0424,41,Male,Bachelor's,Finance,Lead,San Francisco,11,12,3.7,12,,0.0,1,185633.71
EMP0425,44,Male,Bachelor's,Engineering,Mid-Level,Chicago,3,2,4.9,15,75.0,7.0,10,89863.98
EMP0426,51,Male,PhD,Finance,Mid-Level,New York,9,1,3.2,3,87.0,1.0,27,163929.86
EMP0427,51,Male,Bachelor's,Marketing,Mid-Level,Remote,1,2,2.4,8,49.0,5.0,8,59251.85
EMP0428,59,Non-binary,PhD,Data Science,Junior,Boston,19,0,3.5,19,36.0,0.0,3,144630.55
EMP0429,51,Male,Bachelor's,Sales,Junior,San Francisco,4,1,2.9,6,74.0,1.0,19,75634.05
EMP0430,51,Male,Master's,Engineering,Lead,Austin,11,1,4.5,18,119.0,7.0,2,193311.38
EMP0431,57,Male,Master's,Engineering,Senior,Boston,2,3,2.9,11,116.0,3.0,49,132143.65
EMP0432,55,Female,Master's,Operations,Senior,Remote,7,4,3.2,12,18.0,1.0,31,88539.75
EMP0433,37,Male,PhD,HR,Senior,Remote,12,2,3.6,2,117.0,2.0,48,119262.11
EMP0434,45,Female,Bachelor's,Engineering,Manager,Austin,13,1,3.5,5,0.0,7.0,10,186330.77
EMP0435,35,Non-binary,PhD,Engineering,Junior,Boston,11,0,4.2,4,80.0,5.0,16,143574.61
EMP0436,47,Male,Bachelor's,Operations,Mid-Level,Austin,7,1,3.7,9,39.0,7.0,37,84058.01
EMP0437,29,Male,Bachelor's,Engineering,Mid-Level,Austin,4,3,4.8,13,54.0,7.0,20,106319.69
EMP0438,35,Male,Bachelor's,Data Science,Lead,New York,2,0,3.5,13,,0.0,3,147892.12
EMP0439,52,Female,Bachelor's,Operations,Director,New York,15,1,4.1,15,25.0,5.0,35,221036.91
EMP0440,23,Male,Bachelor's,Engineering,Mid-Level,Austin,5,1,2.9,2,42.0,3.0,34,90733.54
EMP0441,25,Male,Bachelor's,Engineering,Manager,San Francisco,7,4,4.6,13,58.0,2.0,21,207217.62
EMP0442,22,Male,Bachelor's,Product,Manager,New York,4,5,3.0,7,50.0,1.0,36,149662.84
EMP0443,41,Female,Master's,Marketing,Mid-Level,Boston,10,3,4.2,17,119.0,6.0,32,121623.52
EMP0444,35,Male,Master's,Marketing,Mid-Level,New York,7,1,3.8,8,106.0,1.0,18,121236.24
EMP0445,61,Male,Bachelor's,Data Science,Mid-Level,Austin,11,1,3.2,18,14.0,2.0,34,107082.44
EMP0446,46,Female,Bachelor's,Product,Director,Austin,4,0,4.2,15,,6.0,38,159084.64
EMP0447,46,Female,Bachelor's,Product,Junior,Remote,0,0,3.2,15,93.0,1.0,3,49177.3
EMP0448,24,Female,Bachelor's,Operations,Lead,Austin,6,0,4.2,5,13.0,0.0,3,104154.53
EMP0449,26,Male,High School,Marketing,Mid-Level,New York,5,0,3.5,2,96.0,4.0,27,76633.52
EMP0450,59,Female,Bachelor's,Engineering,Lead,Austin,6,0,2.9,16,105.0,1.0,2,123752.81
EMP0451,47,Female,Bachelor's,Data Science,Mid-Level,Remote,6,0,3.4,5,6.0,3.0,3,93601.45
EMP0452,61,Male,PhD,Finance,Senior,Remote,4,0,3.2,6,17.0,1.0,17,125854.55
EMP0453,59,Female,Bachelor's,Marketing,Manager,Chicago,13,3,2.9,12,11.0,5.0,46,125970.67
EMP0454,59,Male,Bachelor's,Data Science,Lead,San Francisco,9,10,3.4,5,1.0,3.0,39,199331.84
EMP0455,25,Female,Bachelor's,Engineering,Manager,Remote,6,6,3.5,8,49.0,1.0,38,128757.17
EMP0456,28,Male,Bachelor's,Finance,Junior,San Francisco,1,0,1.5,11,92.0,1.0,40,67733.63
EMP0457,51,Female,Bachelor's,Engineering,Senior,Seattle,9,1,3.6,14,20.0,7.0,19,151535.16
EMP0458,51,Male,Master's,Marketing,Junior,Chicago,0,1,3.7,17,6.0,,19,57167.87
EMP0459,40,Female,Bachelor's,Engineering,Mid-Level,New York,9,0,4.2,10,115.0,0.0,44,152343.6
EMP0460,60,Male,Bachelor's,Engineering,Senior,San Francisco,14,5,2.3,2,90.0,6.0,5,179392.5
EMP0461,56,Non-binary,PhD,Engineering,Mid-Level,San Francisco,8,2,2.5,3,11.0,6.0,5,155643.45
EMP0462,61,Female,Master's,HR,Senior,Seattle,14,8,3.3,13,83.0,4.0,14,136574.67
EMP0463,54,Male,Master's,Operations,Director,Remote,1,2,2.7,17,56.0,4.0,27,101919.26
EMP0464,54,Female,Bachelor's,HR,Junior,San Francisco,18,3,2.4,3,77.0,6.0,49,89067.52
EMP0465,35,Non-binary,Master's,Product,Senior,Boston,13,3,2.9,10,73.0,0.0,48,175687.25
EMP0466,59,Male,Bachelor's,Marketing,Mid-Level,New York,10,0,2.9,8,104.0,1.0,36,111166.64
EMP0467,31,Male,Bachelor's,Sales,Junior,Austin,5,0,2.5,4,22.0,4.0,40,58213.28
EMP0468,49,Female,High School,Data Science,Junior,New York,4,1,2.5,13,29.0,0.0,35,69823.63
EMP0469,35,Male,Bachelor's,Engineering,Director,Remote,7,0,3.1,7,110.0,0.0,21,164337.77
EMP0470,57,Male,Bachelor's,Product,Manager,Boston,14,0,2.2,7,57.0,4.0,5,172528.1
EMP0471,59,Male,Bachelor's,Engineering,Manager,Seattle,1,1,2.2,16,94.0,6.0,24,129938.63
EMP0472,37,Male,PhD,Product,Director,Remote,8,5,3.3,5,51.0,3.0,39,228314.16
EMP0473,42,Male,PhD,Engineering,Mid-Level,Seattle,11,0,4.3,17,55.0,2.0,24,198321.82
EMP0474,49,Male,Master's,Data Science,Mid-Level,Remote,12,1,3.7,10,9.0,6.0,40,135349.81
EMP0475,54,Female,Bachelor's,Finance,Senior,Seattle,11,1,4.1,4,18.0,3.0,43,161761.99
EMP0476,27,Female,Master's,Product,Senior,Remote,0,1,1.9,14,18.0,6.0,46,91758.51
EMP0477,36,Male,Bachelor's,Engineering,Mid-Level,Austin,13,0,2.2,5,,1.0,13,107690.95
EMP0478,24,Female,Master's,Finance,Mid-Level,New York,6,7,3.2,2,86.0,3.0,38,126788.0
EMP0479,56,Female,Bachelor's,Product,Senior,Austin,2,2,3.8,14,58.0,5.0,45,105405.12
EMP0480,35,Female,Master's,Finance,Senior,New York,7,2,3.6,18,43.0,2.0,1,165072.22
EMP0481,23,Male,Bachelor's,HR,Junior,Austin,0,0,2.3,11,104.0,6.0,43,40960.56
EMP0482,50,Male,Master's,Operations,Senior,Austin,10,1,4.0,16,58.0,7.0,39,125689.83
EMP0483,25,Female,PhD,Marketing,Senior,Seattle,7,5,3.1,18,95.0,2.0,10,154713.52
EMP0484,47,Female,Bachelor's,HR,Senior,New York,1,0,3.7,16,83.0,0.0,2,77927.47
EMP0485,33,Female,Bachelor's,HR,Mid-Level,San Francisco,6,1,2.8,4,3.0,5.0,16,86512.93
EMP0486,23,Female,PhD,Data Science,Lead,Austin,4,0,2.1,1,96.0,1.0,37,165743.25
EMP0487,38,Male,Bachelor's,Engineering,Junior,Remote,4,5,3.8,14,111.0,0.0,16,68833.75
EMP0488,56,Male,Master's,Sales,Mid-Level,Chicago,0,0,3.5,12,64.0,3.0,23,72088.51
EMP0489,31,Male,Bachelor's,Product,Lead,Chicago,0,1,2.3,10,12.0,3.0,26,90861.67
EMP0490,43,Male,Bachelor's,Data Science,Senior,Seattle,6,1,2.7,19,66.0,4.0,16,133193.56
EMP0491,42,Female,Bachelor's,Marketing,Mid-Level,Seattle,5,2,3.7,4,11.0,0.0,27,76643.34
EMP0492,36,Male,Bachelor's,HR,Senior,San Francisco,12,3,3.3,3,92.0,5.0,47,136364.96
EMP0493,56,Male,Master's,Sales,Senior,Chicago,4,0,3.6,4,54.0,0.0,41,99512.81
EMP0494,42,Female,Bachelor's,Engineering,Lead,San Francisco,5,1,2.8,15,60.0,0.0,30,159824.03
EMP0495,42,Male,Bachelor's,Marketing,Lead,Remote,5,1,4.2,11,94.0,0.0,33,97493.48
EMP0496,42,Non-binary,Bachelor's,Sales,Senior,New York,7,0,3.1,16,40.0,2.0,32,110985.82
EMP0497,53,Non-binary,Bachelor's,HR,Senior,Chicago,8,5,1.5,4,35.0,4.0,9,80096.77
EMP0498,26,Female,Master's,Engineering,Junior,New York,5,0,3.3,6,1.0,6.0,11,111886.76
EMP0499,60,Male,PhD,Product,Mid-Level,San Francisco,10,3,3.6,8,21.0,1.0,37,174863.96
EMP0500,30,Male,Bachelor's,Product,Mid-Level,Boston,12,1,3.4,13,,1.0,6,128638.08
EMP0501,39,Male,Master's,Operations,Senior,San Francisco,3,0,2.9,4,40.0,7.0,30,119480.92
EMP0502,42,Male,Master's,Finance,Senior,New York,9,3,1.8,5,94.0,1.0,40,154529.0
EMP0503,29,Male,Bachelor's,Sales,Mid-Level,Chicago,8,2,2.7,10,115.0,7.0,15,85109.61
EMP0504,55,Non-binary,PhD,Data Science,Junior,New York,13,1,2.8,5,119.0,2.0,48,141101.25
EMP0505,31,Male,Bachelor's,Operations,Senior,New York,9,2,2.7,12,,4.0,30,117370.76
EMP0506,45,Female,Bachelor's,Engineering,Mid-Level,Boston,4,0,3.6,1,13.0,5.0,18,94578.0
EMP0507,61,Male,Master's,Data Science,Lead,Boston,2,3,3.0,10,92.0,4.0,12,151605.04
EMP0508,45,Female,Bachelor's,Data Science,Junior,Remote,11,1,4.2,5,34.0,7.0,4,93992.04
